label,HeightWidthRatio,MajorMinorRatio,BoundingBoxOccupancy,MaxStdXZ,HHmaxRatio,Height (mm),Distance (mm),P40
1,2.6923,2.655,0.51984,145.7388,1.0017,1843.0705,1019.4976,0.068099
1,2.7394,2.6129,0.53117,146.595,1.0109,1860.0982,1019.2572,0.06571
1,2.6503,2.5514,0.54843,147.6342,0.97229,1789.0149,1013.1155,0.067153
1,2.6897,2.5809,0.53415,147.2326,1.0167,1870.7417,1011.3405,0.072568
1,2.6897,2.6164,0.5392,145.1716,0.99769,1835.7487,1008.7629,0.072773
1,2.6174,2.7154,0.5434,144.163,0.99247,1826.14,998.3189,0.088039
1,2.5195,2.7522,0.53471,143.6939,0.99115,1823.7246,988.3146,0.09856
1,2.5584,2.7582,0.53377,143.7167,0.97765,1798.8727,988.1189,0.099021
1,2.535,2.7458,0.52508,143.9976,0.98876,1819.3259,990.5392,0.096708
1,2.566,2.778,0.51437,144.1802,0.98115,1805.3081,988.8119,0.10019
1,2.5153,2.7565,0.50759,145.467,0.97889,1801.1654,985.0745,0.10194
1,2.4699,2.7497,0.5058,145.5439,0.97959,1802.4391,988.2338,0.10077
1,2.5301,2.7258,0.50059,146.3537,0.9721,1788.6708,981.8628,0.10387
1,2.5714,2.7534,0.4888,146.1548,0.9592,1764.933,980.5748,0.10427
1,2.5412,2.7575,0.48791,145.903,0.95806,1762.8286,977.9945,0.10588
1,2.5465,2.7477,0.48054,145.7847,0.95752,1761.8444,980.7495,0.10287
1,2.4571,2.6618,0.48622,147.0723,0.95949,1765.4596,986.3134,0.094539
1,2.4855,2.6186,0.48992,146.9289,0.95393,1755.2256,994.4387,0.083002
1,2.4294,2.5592,0.48659,148.4496,0.95372,1754.8432,995.5589,0.075849
1,2.4855,2.5535,0.50746,148.7302,0.94879,1745.773,994.9529,0.073801
1,2.4713,2.5482,0.51127,148.9493,0.9493,1746.7187,999.6983,0.069746
1,2.5058,2.5303,0.52456,149.368,0.94657,1741.6935,1001.2913,0.068455
1,2.4913,2.4928,0.53033,150.8296,0.94443,1737.7504,1005.4614,0.064411
1,2.4713,2.451,0.5384,152.612,0.9394,1728.4893,1003.4877,0.063228
1,2.4294,2.3998,0.54312,154.9841,0.93088,1712.811,1000.665,0.061688
1,2.4022,2.3556,0.54746,157.3215,0.93063,1712.3532,996.4787,0.063102
1,2.337,2.332,0.54335,158.9252,0.92359,1699.4033,991.9394,0.065387
1,2.2872,2.319,0.53564,159.2903,0.92705,1705.7771,994.4665,0.064525
1,2.2165,2.3111,0.53064,160.5378,0.91879,1690.5774,989.1187,0.071206
1,2.1939,2.3867,0.54142,160.7783,0.92091,1694.4671,978.1227,0.085622
1,2.1878,2.4322,0.54865,161.2132,0.91617,1685.7531,971.615,0.093788
1,2.1386,2.4243,0.54451,161.9931,0.91566,1684.8226,969.4441,0.095589
1,2.1618,2.4416,0.53416,162.0051,0.90848,1671.6038,966.1924,0.097576
1,2.1854,2.4167,0.52682,163.3068,0.90348,1662.401,971.0169,0.089412
1,2.1914,2.421,0.51106,163.5648,0.9012,1658.205,969.4678,0.087531
1,2.2249,2.4123,0.50728,163.1624,0.89857,1653.3616,970.8612,0.08432
1,2.2344,2.4022,0.5097,162.1017,0.89624,1649.0867,972.6247,0.078918
1,2.2344,2.3569,0.51446,161.5411,0.89208,1641.4184,973.5805,0.074244
1,2.2085,2.3379,0.51858,160.3393,0.88921,1636.1397,972.5597,0.070916
1,2.2392,2.3245,0.53282,160.1772,0.88245,1623.7017,967.2798,0.072742
1,2.2488,2.3088,0.54037,159.0786,0.87803,1615.5709,964.7028,0.069102
1,2.2429,2.2995,0.54782,158.3867,0.87362,1607.456,961.866,0.068635
1,2.2488,2.3242,0.5632,156.8038,0.86955,1599.9748,959.7132,0.069881
1,2.2976,2.3241,0.58685,155.7644,0.86864,1598.2919,958.8981,0.070434
1,2.3202,2.309,0.60686,155.7359,0.86633,1594.0504,958.4018,0.069506
1,2.2644,2.3064,0.60743,155.4658,0.86403,1589.8173,955.7734,0.071233
1,2.2322,2.3361,0.59962,153.4577,0.86372,1589.2433,956.6717,0.071068
1,2.1606,2.3727,0.58329,151.896,0.8694,1599.6897,955.2352,0.074619
1,2.1121,2.4479,0.57649,150.656,0.8618,1585.7196,947.67,0.088819
1,2.0658,2.5192,0.56666,148.8001,0.85783,1578.3982,945.3778,0.097119
1,2.056,2.5483,0.55507,148.6546,0.84389,1552.7655,945.8315,0.10023
1,1.9835,2.5399,0.52642,148.7915,0.84731,1559.0562,951.1418,0.09485
1,1.9753,2.537,0.52526,148.8308,0.84718,1558.8044,955.3376,0.09129
1,1.8824,2.5012,0.49596,148.6381,0.84396,1552.8797,963.9644,0.080702
1,1.8898,2.4624,0.4924,148.5762,0.83515,1536.6716,973.855,0.068979
1,1.718417216,2.458426785,0.508638954,185.3929709,0.726423875,1336.623851,754.191114,0.307802937
1,1.717502094,2.458400639,0.508538392,185.4519906,0.726364753,1336.515103,754.1257044,0.307800996
1,1.716586973,2.458374493,0.508437829,185.5110103,0.726305632,1336.406355,754.0602948,0.307799055
1,1.715671851,2.458348346,0.508337267,185.5700301,0.726246511,1336.297607,753.9948853,0.307797114
1,1.71475673,2.4583222,0.508236704,185.6290498,0.72618739,1336.188859,753.9294757,0.307795174
1,1.713841608,2.458296054,0.508136142,185.6880695,0.726128268,1336.080111,753.8640662,0.307793233
1,1.712926487,2.458269907,0.508035579,185.7470893,0.726069147,1335.971363,753.7986566,0.307791292
1,1.712011365,2.458243761,0.507935017,185.806109,0.726010026,1335.862615,753.7332471,0.307789351
1,1.711096243,2.458217615,0.507834455,185.8651287,0.725950905,1335.753867,753.6678375,0.30778741
1,1.710181122,2.458191468,0.507733892,185.9241485,0.725891783,1335.645119,753.6024279,0.30778547
1,1.709266,2.458165322,0.50763333,185.9831682,0.725832662,1335.536371,753.5370184,0.307783529
1,1.708350879,2.458139176,0.507532767,186.042188,0.725773541,1335.427622,753.4716088,0.307781588
1,1.707435757,2.458113029,0.507432205,186.1012077,0.725714419,1335.318874,753.4061993,0.307779647
1,1.706520636,2.458086883,0.507331642,186.1602274,0.725655298,1335.210126,753.3407897,0.307777707
1,1.705605514,2.458060737,0.50723108,186.2192472,0.725596177,1335.101378,753.2753801,0.307775766
1,1.704690393,2.45803459,0.507130518,186.2782669,0.725537056,1334.99263,753.2099706,0.307773825
1,1.703775271,2.458008444,0.507029955,186.3372866,0.725477934,1334.883882,753.144561,0.307771884
1,1.702860149,2.457982298,0.506929393,186.3963064,0.725418813,1334.775134,753.0791515,0.307769944
1,1.701945028,2.457956151,0.50682883,186.4553261,0.725359692,1334.666386,753.0137419,0.307768003
1,1.701029906,2.457930005,0.506728268,186.5143458,0.725300571,1334.557638,752.9483324,0.307766062
1,1.700114785,2.457903859,0.506627705,186.5733656,0.725241449,1334.44889,752.8829228,0.307764121
1,1.699199663,2.457877712,0.506527143,186.6323853,0.725182328,1334.340142,752.8175132,0.30776218
1,1.698284542,2.457851566,0.506426581,186.691405,0.725123207,1334.231394,752.7521037,0.30776024
1,1.69736942,2.45782542,0.506326018,186.7504248,0.725064086,1334.122645,752.6866941,0.307758299
1,1.696454299,2.457799273,0.506225456,186.8094445,0.725004964,1334.013897,752.6212846,0.307756358
1,1.8537,1.7951,0.35986,138.8118,0.7328,1348.3539,773.7496,0.056964
1,1.5305,1.6297,0.40657,143.4499,0.72864,1340.7012,789.8227,0.025275
1,1.7681,1.8156,0.44503,129.0257,0.7186,1322.2158,826.8438,0.0071405
1,1.6087,1.6462,0.40706,139.3182,0.71863,1322.2819,786.4128,0.033168
1,1.7737,1.7773,0.44526,131.6365,0.71271,1311.3816,821.5971,0.0070161
1,1.8098,1.6563,0.35396,140.4144,0.70656,1300.0734,776.3677,0.048296
1,1.7866,1.6162,0.35524,142.6959,0.70345,1294.3562,775.3453,0.044991
1,1.741,1.5957,0.36022,143.509,0.69474,1278.325,773.4427,0.04531
1,1.7778,1.592,0.37146,142.7381,0.69263,1274.4467,774.701,0.045237
1,1.7826,1.5746,0.38007,141.677,0.69829,1284.855,773.1048,0.041624
1,1.7799,1.5151,0.39023,146.1393,0.68377,1258.1347,771.066,0.038897
1,1.4938,1.4515,0.44082,148.6177,0.67517,1242.3068,773.0782,0.030494
1,1.4345,1.4448,0.44334,150.7539,0.67773,1247.0266,771.2026,0.031866
1,1.3743,1.418,0.44858,152.5706,0.6654,1224.3315,765.9745,0.032509
1,1.322,1.4171,0.43882,157.4969,0.66256,1219.1081,762.0625,0.036204
1,1.2747,1.4272,0.43378,161.4071,0.66364,1221.089,761.4401,0.03658
1,1.25,1.4609,0.39776,167.9119,0.6579,1210.5435,766.3537,0.024299
1,1.0842,1.4493,0.3952,171.2418,0.63684,1171.7923,761.4335,0.02551
1,1.09,1.4503,0.40594,174.0818,0.62975,1158.7401,757.7812,0.02599
1,1.0437,1.4141,0.4014,177.8899,0.62776,1155.0725,749.9936,0.037068
1,1.0647,1.4003,0.41938,178.7319,0.61832,1137.703,746.8957,0.042519
1,1.0493,1.3899,0.41907,181.4156,0.62446,1149.002,742.604,0.046909
1,0.9633,1.4003,0.40703,189.623,0.61037,1123.076,737.446,0.052324
1,0.97248,1.3772,0.41023,190.8117,0.61155,1125.2523,732.0403,0.060446
1,0.98592,1.3519,0.42533,189.7614,0.59926,1102.6328,723.9489,0.070171
1,0.96226,1.3262,0.44999,191.7788,0.5832,1073.0868,715.7651,0.079646
1,0.94907,1.3269,0.45291,195.0826,0.58324,1073.1549,707.1641,0.088756
1,0.93925,1.3053,0.47087,195.0954,0.57534,1058.6257,698.3674,0.095932
1,0.89954,1.2992,0.48413,197.2789,0.5686,1046.223,686.9491,0.11088
1,0.89041,1.2802,0.49769,201.1692,0.55874,1028.083,670.426,0.1331
1,0.89302,1.2722,0.52066,201.7765,0.54731,1007.0481,651.3632,0.15582
1,0.85388,1.3194,0.52707,206.0465,0.53271,980.184,637.0268,0.17091
1,0.85253,1.3741,0.53212,211.1106,0.52641,968.5869,621.6704,0.18725
1,0.92237,1.4041,0.47642,214.223,0.50396,927.2912,599.5435,0.20896
1,0.89908,1.5601,0.48156,216.1197,0.49019,901.9562,582.94,0.22074
1,0.84234,1.6446,0.49044,223.4136,0.46861,862.2499,557.7708,0.2445
1,0.78541,1.7753,0.48205,234.549,0.45316,833.8074,527.2765,0.27532
1,0.67331,1.8844,0.47033,240.0197,0.41899,770.9504,489.0498,0.31216
1,0.59328,2.0782,0.45816,253.6047,0.38988,717.3825,454.8073,0.35312
1,0.52482,2.356,0.45043,272.7921,0.36429,670.2846,418.9777,0.40651
1,0.4911,2.5573,0.4762,288.6658,0.33577,617.8206,378.4856,0.50634
1,0.44178,2.8774,0.48357,308.8728,0.30788,566.5013,339.8896,0.62701
1,0.40404,3.004,0.49784,315.4336,0.28145,517.87,298.1582,0.76661
1,0.37013,3.3493,0.49838,333.6299,0.2596,477.6618,262.7387,0.89908
1,0.33019,3.6175,0.50833,343.7948,0.23023,423.6217,234.8777,0.98009
1,0.29787,3.8774,0.48279,349.236,0.21011,386.6104,212.8206,1
1,0.2871,4.1335,0.50352,345.3583,0.19978,367.5927,199.4305,1
1,0.28205,4.1812,0.48598,351.7817,0.20869,383.996,192.0131,1
1,0.27795,4.1627,0.43048,357.4835,0.19535,359.4459,189.336,1
1,0.30065,3.9107,0.44111,345.4442,0.19807,364.4457,187.8713,1
1,0.30065,4.3713,0.42207,361.0128,0.19177,352.8491,181.8249,1
1,0.30263,4.1853,0.40235,352.2878,0.19018,349.9314,180.5819,1
1,0.29508,4.3761,0.40667,358.952,0.18757,345.1311,176.1583,1
1,0.30464,4.2343,0.40998,355.7258,0.19272,354.6004,177.5882,1
1,0.30693,4.1374,0.40083,357.5911,0.19035,350.2431,175.9432,1
1,0.299,4.0202,0.40982,353.1228,0.19242,354.0446,175.8334,1
1,0.2947,3.9785,0.419,345.6495,0.18953,348.7437,176.7105,1
1,0.29801,4.076,0.4121,348.7922,0.18679,343.7023,173.103,1
1,0.31,4.0947,0.38545,342.4316,0.1842,338.9305,173.7303,1
1,0.30693,4.0436,0.38018,343.8352,0.19272,354.6027,175.7565,1
1,0.30464,4.0454,0.3958,348.2988,0.18888,347.541,175.7362,1
1,2.4659,3.1064,0.44638,134.0674,0.96173,1769.5794,990.877,0.1226
1,2.5169,3.122,0.4372,134.8976,0.94753,1743.4554,988.1548,0.12678
1,2.5,3.0517,0.42642,135.9028,0.96756,1780.3042,998.8052,0.11685
1,2.4111,2.606,0.40097,139.3172,0.94314,1735.3732,1057.4329,0.061933
1,1.8764,2.1072,0.44984,138.0589,0.95299,1753.5071,1159.8631,0.00074783
1,2.4066,2.9453,0.44468,139.7287,0.95032,1748.5863,988.9645,0.12638
1,2.4667,2.956,0.43904,139.4282,0.92689,1705.4784,983.6288,0.12585
1,2.4835,3.0805,0.43329,134.3483,0.94415,1737.2317,984.4811,0.12569
1,2.4835,2.9971,0.44491,137.5515,0.94674,1742.0097,981.8879,0.12634
1,2.5333,2.7534,0.425,137.9717,0.96249,1770.9887,1030.3849,0.070519
1,2.3871,2.8368,0.44556,138.0034,0.9568,1760.5167,990.8439,0.11273
1,2.3778,2.6932,0.44309,136.1874,0.9285,1708.4375,1033.0815,0.060581
1,2.573,2.9858,0.41916,126.4054,0.95122,1750.2487,1021.8885,0.071169
1,2.5056,2.9338,0.47478,135.5752,0.94009,1729.761,990.7397,0.11143
1,2.5682,2.9985,0.47682,133.6893,0.94916,1746.4482,973.0411,0.1179
1,1.4302,1.5715,0.5657,136.0792,0.95978,1765.9877,1260.554,0
1,2.6588,3.0725,0.49599,128.4726,0.93838,1726.6209,972.6622,0.11408
1,2.0714,2.2537,0.56069,131.1167,0.92346,1699.1656,1096.0425,0
1,2.75,3.3006,0.50124,125.09,0.94916,1746.4606,971.622,0.12215
1,2.8293,3.2012,0.50867,124.2918,0.94525,1739.2629,974.7983,0.1114
1,2.8537,3.2968,0.50818,122.8515,0.97,1784.7993,963.5391,0.12153
1,2.2469,2.4422,0.56736,125.0777,0.94407,1737.0931,1089.9285,0.00035868
1,2.875,3.299,0.53565,120.6923,0.92018,1693.123,964.8555,0.12236
1,2.05,2.1782,0.6263,128.0673,0.94027,1730.1011,1108.3306,0
1,2.9512,3.1137,0.48851,121.4939,0.93863,1727.0872,984.529,0.096864
1,3.0244,3.1534,0.47895,123.2501,0.9362,1722.6152,998.7969,0.090246
1,3,3.1673,0.47501,123.6227,0.96553,1776.5733,1004.5936,0.088826
1,3.0241,3.193,0.46858,124.0371,0.93396,1718.4802,1000.0599,0.093219
1,2.8353,3.0983,0.47669,125.8675,0.8884,1634.6622,983.39,0.099642
1,2.8953,3.1019,0.46358,127.4115,0.90913,1672.8054,982.115,0.09862
1,2.8276,2.9506,0.46982,128.9201,0.88382,1626.2207,982.3111,0.088613
1,2.7303,2.8652,0.46308,129.3408,0.86169,1585.5013,969.4923,0.089166
1,2.6556,2.8567,0.47583,145.1621,0.86153,1585.2195,958.815,0.089692
1,2.5889,2.7135,0.47172,151.5474,0.83744,1540.8939,940.7075,0.081177
1,2.4516,2.6318,0.46732,161.8602,0.81746,1504.1274,918.9877,0.085982
1,2.3474,2.5871,0.46174,180.2458,0.79472,1462.2864,890.8302,0.096299
1,2.3011,2.4271,0.47598,189.6077,0.75995,1398.3094,862.1054,0.095218
1,1.8866,2.0068,0.51603,205.1379,0.72911,1341.5684,846.0838,0.075983
1,1.9798,1.9876,0.46325,230.6733,0.69888,1285.9468,800.8574,0.088441
1,1.6569,1.6815,0.50679,237.2216,0.67014,1233.0521,786.5124,0.062958
1,1.5268,1.451,0.4411,241.232,0.63668,1171.4837,765.567,0.058594
1,1.5446,1.3927,0.42775,250.1738,0.60259,1108.7701,736.2375,0.075169
1,1.4046,1.3806,0.33791,200.2662,0.56811,1045.3173,691.6658,0.1488
1,1.3504,1.442,0.35774,215.5102,0.54247,998.1487,641.9385,0.18297
1,1.2617,1.3971,0.35199,250.1042,0.51433,946.3662,601.841,0.21501
1,1.0429,1.4261,0.36146,290.8423,0.50494,929.0987,590.0461,0.19738
1,1.0056,1.44,0.34914,308.252,0.48933,900.3675,553.9986,0.24745
1,1.0331,1.806,0.3283,278.3952,0.47122,867.0502,544.7148,0.23326
1,0.96482,2.0283,0.30358,275.1668,0.44651,821.5828,518.6566,0.24744
1,1.0977,1.3035,0.38894,316.717,0.42709,785.8446,467.9845,0.33181
1,1.3,1.1822,0.46272,272.0489,0.40322,741.9159,474.829,0.29686
1,1.1161,1.177,0.46806,240.3735,0.37959,698.4514,450.5647,0.31655
1,0.9209,1.3095,0.47614,226.0863,0.35879,660.1775,421.6403,0.37745
1,0.80208,1.4549,0.51092,214.2203,0.33039,607.9203,386.8671,0.47951
1,0.72308,1.5707,0.57381,203.7195,0.30765,566.0732,350.7402,0.59999
1,0.65,1.7428,0.61227,195.2468,0.28184,518.5893,321.4939,0.75846
1,0.55825,2.0473,0.63094,189.6163,0.2517,463.1242,297.0974,0.92025
1,0.48515,2.3291,0.62927,182.7731,0.21238,390.7858,282.0941,0.99992
1,0.36869,2.9239,0.66307,165.1622,0.19676,362.0376,264.1183,1
1,0.36364,3.151,0.55886,199.7653,0.18258,335.9547,244.4738,1
1,0.38249,2.8012,0.49892,188.9211,0.1976,363.582,236.7286,1
1,0.46591,2.4757,0.56465,172.4857,0.18024,331.6341,233.8938,1
1,0.43333,2.6051,0.56652,176.6877,0.18059,332.2911,231.3067,1
1,0.42857,2.7128,0.49676,181.669,0.18795,345.8217,227.4092,1
1,0.41622,2.6273,0.49989,176.985,0.19124,351.8871,229.8468,1
1,0.40217,2.8084,0.55383,183.4443,0.18815,346.2003,227.7491,1
1,0.84884,2.0639,0.34278,79.8441,0.17983,330.8874,197.3464,1
1,0.59322,2.0026,0.4155,106.6887,0.17605,323.9333,229.6193,1
1,0.37838,3.0616,0.5105,187.1118,0.18652,343.1978,220.4661,1
1,0.34759,3.4951,0.49576,188.028,0.18892,347.6106,214.4181,1
1,0.37838,3.0582,0.49753,190.6172,0.1868,343.7179,216.4333,1
1,1.787,1.8306,0.33767,150.4771,0.72234,1329.1068,766.3403,0.057329
1,1.7857,1.8384,0.34641,152.469,0.71136,1308.8955,754.8063,0.072856
1,1.506,1.6366,0.38832,153.3732,0.72144,1327.4569,782.1758,0.034656
1,1.8144,1.8132,0.34035,149.7408,0.71913,1323.2019,756.8933,0.073453
1,2.0822,1.9409,0.35909,141.0494,0.724,1332.1683,782.1964,0.066319
1,1.858,1.809,0.35476,148.0863,0.71086,1307.9757,756.7715,0.077403
1,1.8457,1.7821,0.35813,145.5356,0.71137,1308.9127,762.9573,0.064737
1,1.8323,1.7476,0.36823,146.1527,0.70432,1295.9536,752.5926,0.075076
1,1.8272,1.6959,0.36943,146.3983,0.70589,1298.8326,755.5495,0.069941
1,1.7605,1.6775,0.35649,147.4186,0.70465,1296.5629,758.3237,0.065932
1,1.8302,1.6493,0.3771,144.6879,0.70021,1288.3793,757.0802,0.064477
1,1.9007,1.7168,0.38258,140.7763,0.68591,1262.0708,767.208,0.06725
1,1.764,1.5951,0.38433,147.1637,0.67906,1249.4694,751.3981,0.068116
1,1.6905,1.5654,0.37378,149.6365,0.68145,1253.8591,754.5325,0.061624
1,1.7469,1.5732,0.38472,148.8816,0.68088,1252.8136,754.9444,0.064633
1,1.6826,1.5428,0.37111,150.5611,0.68025,1251.669,752.1845,0.063508
1,1.5304,1.602,0.33632,151.7671,0.67237,1237.1663,760.4306,0.066481
1,1.578,1.5742,0.35605,153.9036,0.6674,1228.0114,755.5131,0.063333
1,0.86842,1.9682,0.43837,165.8261,0.659,1212.5603,834.4894,0
1,1.3958,1.4953,0.34309,160.6008,0.65536,1205.8588,746.9986,0.064858
1,1.2842,1.456,0.40923,164.258,0.65246,1200.5176,757.3357,0.050798
1,1.3632,1.4658,0.37086,164.0335,0.63526,1168.874,737.0491,0.070247
1,1.3333,1.4404,0.37016,166.109,0.62979,1158.8177,728.3733,0.076837
1,1.3061,1.4421,0.3818,168.9091,0.62926,1157.846,722.571,0.078039
1,1.25,1.4103,0.38512,172.9261,0.61478,1131.1967,720.7868,0.074107
1,1.1942,1.3836,0.38286,177.2198,0.60456,1112.3886,712.9096,0.078446
1,1.1845,1.3929,0.39076,180.0715,0.59975,1103.5446,710.576,0.079629
1,1.1449,1.3565,0.40254,183.7006,0.5839,1074.3695,703.2742,0.080869
1,1.1143,1.3639,0.41567,187.4851,0.57683,1061.3755,696.8012,0.087927
1,1.1202,1.3436,0.4232,189.878,0.5695,1047.8847,686.9992,0.098147
1,1.101,1.3254,0.43823,192.9501,0.55842,1027.4987,673.7229,0.11047
1,1.0664,1.3051,0.45093,198.406,0.55072,1013.3165,660.8042,0.12575
1,1.0521,1.3408,0.4477,200.772,0.5436,1000.2312,648.5781,0.14615
1,1.0332,1.3641,0.46474,202.651,0.53341,981.4733,631.6043,0.16915
1,1.0094,1.3484,0.47675,209.5494,0.52375,963.6964,612.3302,0.19492
1,0.98585,1.3707,0.48646,215.9187,0.51191,941.9094,592.6088,0.21866
1,0.96667,1.3954,0.50049,221.233,0.49649,913.534,570.2169,0.25211
1,0.91284,1.4729,0.49304,228.4677,0.48827,898.4135,550.1089,0.27519
1,0.84581,1.631,0.47765,232.9927,0.4705,865.7139,529.4208,0.29936
1,0.8,1.5835,0.47651,247.3056,0.45488,836.9796,490.2717,0.35612
1,0.71371,1.7828,0.46118,254.5944,0.43049,792.0964,460.1616,0.38204
1,0.64063,2.0006,0.47787,265.5566,0.39936,734.821,421.3904,0.43219
1,0.56877,2.3226,0.45018,274.257,0.37026,681.2708,383.9572,0.48591
1,0.48929,2.5657,0.46887,284.5564,0.32606,599.955,344.0612,0.58495
1,0.44406,2.8594,0.47965,296.7862,0.29857,549.3729,311.1597,0.69688
1,0.41391,3.291,0.44593,315.2394,0.27265,501.673,280.3558,0.82595
1,0.38662,3.3386,0.54604,302.7574,0.25689,472.6794,256.0069,0.94049
1,0.35048,3.9004,0.45462,331.4592,0.23463,431.7214,226.8024,0.99598
1,0.32852,3.6062,0.52898,307.7618,0.20588,378.8254,214.0157,1
1,0.32616,3.578,0.51085,315.5326,0.20429,375.9012,207.3905,1
1,0.3289,3.7233,0.43941,332.0106,0.20063,369.1679,193.8186,1
1,0.3311,3.6281,0.43019,329.6909,0.21519,395.9476,190.1763,1
1,0.32441,3.764,0.42203,331.0076,0.19379,356.5666,184.6723,1
1,0.31773,3.762,0.40996,332.9495,0.20437,376.0437,183.5657,1
1,0.32,3.9739,0.40319,339.3249,0.19903,366.2192,179.5348,1
1,2.4348,2.9157,0.44793,138.1301,0.94444,1737.761,943.8231,0.14105
1,2.413,2.9137,0.46117,140.8371,0.94081,1731.0931,934.5701,0.15012
1,2.3404,2.8556,0.45271,138.7307,0.93512,1720.6293,940.2224,0.14473
1,2.3441,2.8757,0.4637,137.2332,0.93176,1714.4459,950.4429,0.13562
1,2.3441,2.9372,0.45891,135.7583,0.95698,1760.8411,935.7755,0.14832
1,2.2128,2.5445,0.45632,140.1762,0.92109,1694.8051,953.6421,0.11713
1,2.4674,2.8839,0.44733,137.1116,0.95679,1760.4937,942.778,0.14087
1,2.2473,2.7123,0.4032,130.5885,0.90133,1658.4521,979.9485,0.073625
1,2.3152,2.8807,0.45045,132.9403,0.90415,1663.6437,957.1634,0.12088
1,2.1319,2.4595,0.45055,141.4204,0.85967,1581.802,984.7375,0.080085
1,2.3804,2.5517,0.4192,140.9874,0.93983,1729.2915,1026.4661,0.074473
1,1.8778,2.3768,0.46831,142.1659,0.74073,1362.9446,845.4917,0.14544
1,2.3736,2.6592,0.42104,137.6895,0.91384,1681.4628,1014.7142,0.07552
1,2.3043,2.5694,0.43668,140.5335,0.92029,1693.3259,999.4819,0.080075
1,2.4348,2.9343,0.45181,138.2159,0.93527,1720.8984,946.1241,0.13983
1,2.3804,2.8793,0.45245,137.3319,0.92693,1705.5514,967.8301,0.12286
1,2.4286,2.6002,0.40769,142.6434,0.9394,1728.5,1037.0638,0.080132
1,1.7527,1.8995,0.4873,147.8188,0.92549,1702.8943,1121.8221,0
1,2.4457,2.673,0.42367,138.9583,0.9477,1743.7752,1004.5508,0.082212
1,1.7826,2.0928,0.54076,144.0753,0.90468,1664.6132,1075.7306,0
1,1.8462,2.141,0.53349,142.0098,0.91384,1681.4628,1070.2477,0.00024522
1,2.4333,2.7711,0.48803,141.8326,0.90049,1656.9103,946.154,0.13411
1,2.4783,2.8203,0.47244,140.8074,0.92832,1708.1052,940.8345,0.14097
1,2.4022,2.9137,0.47379,137.0145,0.91091,1676.0794,942.1445,0.13734
1,2.4457,2.5216,0.43527,141.8006,0.93081,1712.6944,1015.378,0.0697
1,1.25,1.4158,0.58998,149.4681,0.90674,1668.398,1209.4681,0
1,2.4348,2.6663,0.48049,140.7002,0.93574,1721.761,974.849,0.10907
1,1.9444,2.0948,0.53448,143.6263,0.94022,1730.0095,1082.7875,0
1,1.5556,1.7337,0.58873,146.7985,0.93196,1714.8063,1143.1405,0
1,1.3152,1.4053,0.57851,154.017,0.93039,1711.921,1221.0159,0
1,1.9263,2.2546,0.50906,143.7893,0.93636,1722.9111,1063.8785,0.010847
1,2.4362,2.7144,0.46186,141.4675,0.94558,1739.8607,978.3968,0.10461
1,2.4362,2.6182,0.43845,146.2512,0.94244,1734.0935,1003.6645,0.067281
1,2.4624,2.9072,0.43861,144.9635,0.92902,1709.4051,948.7087,0.13275
1,2.4301,2.9035,0.48368,139.6678,0.93158,1714.114,954.4586,0.12994
1,2.4043,2.9244,0.48207,139.4531,0.92237,1697.1627,948.682,0.13378
1,2.4362,2.9219,0.46966,135.4377,0.908,1670.729,941.2798,0.13492
1,2.4731,3.0303,0.47022,133.432,0.93035,1711.8509,945.8109,0.138
1,2.5426,3.0966,0.45406,131.675,0.94108,1731.5901,950.2511,0.13273
1,2.5053,3.133,0.45276,129.6519,0.92546,1702.8539,951.8888,0.13344
1,2.4211,3.0022,0.44838,130.1455,0.90168,1659.0899,960.4191,0.11657
1,2.5,3.0462,0.44371,131.0495,0.91246,1678.9278,952.1591,0.13029
1,2.6277,3.0068,0.42153,129.5224,0.9271,1705.8574,982.3073,0.097987
1,2.5368,2.9553,0.42721,130.9524,0.89252,1642.2289,975.8214,0.10265
1,2.6421,3.0987,0.41883,132.3145,0.93848,1726.8029,980.5792,0.10824
1,2.6354,3.0867,0.41695,131.5537,0.93859,1727.0009,985.4917,0.10507
1,2.625,3.0119,0.42903,146.0306,0.91411,1681.9634,954.264,0.12747
1,2.5979,3.0415,0.43078,146.3871,0.90692,1668.727,942.4897,0.1396
1,2.6042,3.0253,0.42979,131.0371,0.89117,1639.7492,962.5226,0.11692
1,2.625,2.8184,0.42295,132.6339,0.89862,1653.4669,995.3805,0.086982
1,2.6354,2.9545,0.43886,131.6995,0.89898,1654.1322,971.9625,0.10986
1,2.6186,2.8425,0.42978,129.3888,0.90537,1665.8769,998.2592,0.080083
1,2.5816,2.9484,0.44942,131.2943,0.89084,1639.1465,955.1811,0.112
1,2.5876,2.727,0.45036,130.3966,0.89398,1644.929,984.2325,0.075604
1,2.5938,2.6968,0.46268,129.4973,0.87334,1606.9448,975.0802,0.076311
1,2.48,2.6387,0.45448,130.7084,0.87341,1607.0768,968.6237,0.078609
1,2.4231,2.6788,0.44727,141.1635,0.8734,1607.0595,948.0519,0.093329
1,2.3846,2.537,0.46685,151.072,0.86034,1583.0263,947.5177,0.08961
1,2.3524,2.5203,0.47395,164.7424,0.84771,1559.7924,920.7684,0.10731
1,2.2523,2.4379,0.47097,171.8151,0.82124,1511.0747,926.2146,0.092301
1,2.1667,2.3046,0.47503,184.8538,0.80291,1477.3611,912.4229,0.08813
